# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
16007120	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007130	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007140	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007150	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007160	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007170	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007190	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007200	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007210	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007220	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007230	m16_00_00_00	1600016	16000	interior-seam:プレイ領域 1600016@0.8m
16007240	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007250	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007270	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007280	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007290	m16_00_00_00	1600021	16000	interior-vol:プレイ領域 1600021 聖堂崖下
16007310	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007320	m16_00_00_00	1600025	16000	interior-seam:領域 マルチプレイエリア上書き 1600025@5.6m
16007330	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007350	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007360	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007380	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007390	m16_00_00_00	1600002	16000	interior-seam:プレイ領域（Compositeパーツ） 1600002 ②@7.1m
16007400	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007410	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007420	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007430	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007440	m16_00_00_00	1600002	16000	interior-vol:プレイ領域（Compositeパーツ） 1600002 ②
16007480	m16_00_00_00	1600002	16000	interior-vol:プレイ領域（Compositeパーツ） 1600002 ②
16007490	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007500	m16_00_00_00	1600004	16000	interior-vol:プレイ領域（Compositeパーツ） 1600004 ②
16007510	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007520	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007530	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007540	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007550	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007560	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007610	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007620	m16_00_00_00	1600004	16000	interior-vol:プレイ領域（Compositeパーツ） 1600004 ②
16007700	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007710	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007730	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007960	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007970	m16_00_00_00	1600000;1600001;1600002;1600003;1600004;1600005;1600006;1600010;1600011;1600012;1600013;1600014;1600015;1600016;1600017;1600020;1600021;1600022;1600023;1600024;1600025	16000	interior-map
16007980	m16_00_00_00	1600014	16000	interior-seam:領域 マルチプレイエリア上書き 1600014@4.7m
18007000	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007010	m18_00_00_00	1800002	18000	interior-vol:プレイ領域 Compositeパーツ② 1800002
18007020	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007030	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007040	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007050	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007060	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007070	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
18007700	m18_00_00_00	1800000;1800001;1800002;1800010;1800090	18000	interior-map
20007000	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007010	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007020	m20_00_00_00	2000003	20000	interior-vol:領域 プレイ領域 2000003 下水沼地側
20007030	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007040	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007050	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007060	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007070	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007080	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007090	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007100	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007110	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007120	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007130	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007140	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007150	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007160	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007170	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007180	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007190	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007200	m20_00_00_00	2000001	20000	interior-seam:領域 プレイ領域 2000001 下水行き梯子@5.6m
20007210	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007220	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007230	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007240	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007250	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007260	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007270	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007280	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007290	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007300	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007310	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007320	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007330	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007340	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007350	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007360	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007370	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007380	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007390	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007400	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007410	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007420	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007430	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007440	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007450	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007460	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007470	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007480	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007490	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007500	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007510	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007520	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007530	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007540	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007550	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007560	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007570	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007580	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007590	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007600	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007610	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007620	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007630	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007640	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007650	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007660	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007670	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007680	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007690	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007700	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007710	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007730	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007740	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007750	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007760	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007770	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007780	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007790	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007800	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007810	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007820	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20007830	m20_00_00_00	2000000;2000001;2000002;2000003;2000011;2000012;2000090	20000	interior-map
20017000	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017010	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017020	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017030	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017040	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017050	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
20017060	m20_01_00_00	2001000;2001001;2001002;2001003;2001004;2001005;2001006;2001007;2001090	20010	interior-map
